filename,rg_med,rg_ts,rg_ts_h,rg_ts_l,io_med,io_ts,Vp,mass_vp,porod_poly,porod_ts,porod_ts_h,porod_ts_l,rc_med,rc_std_err_med,rad_rat,elong,vc,rgvc,N,M
SASBDB_protein_dat\SASDFN8.dat,46.63,53.26,52.93,53.55,42760.64,50848.41,1032825.6,857.25,3.46,3.58,3.45,3.74,21.969,15.041,2.424325185,FALSE,1777.26,51.63,5052,565.82
SASBDB_protein_dat\SASDFP2.dat,52.49,52.19,49.04,59.44,7.03,6.51,435402.61,361.38,2.59,2.5,1.91,3.1,33.38,19.991,1.563511084,FALSE,949.06,37.73,2019,226.13
SASBDB_protein_dat\SASDFP3.dat,28.44,28.38,28.15,28.6,0.25,0.25,147349.43,122.3,2.99,3.36,3.19,3.6,11.593,5.766,2.448028983,FALSE,486.83,27.02,761,85.23
SASBDB_protein_dat\SASDFP4.dat,40.94,25.78,25.44,26.15,0.01,0.01,93249.7,77.4,2.5,2.42,2.32,2.6,27.354,25.715,0.942458141,FALSE,376.64,23.77,523,58.58
SASBDB_protein_dat\SASDFP7.dat,205.24,228.49,204.01,239.85,0.18,0.09,46409841.52,38520.17,3.2,1.6,0.16,3.27,103.358,64.853,2.210665841,FALSE,15736.93,153.64,122520,13722.24
SASBDB_protein_dat\SASDFP8.dat,18.58,18.23,18.19,18.27,7733.36,7772.28,41399.97,34.36,3.14,3.42,3.33,3.52,9.912,3.314,1.839184826,FALSE,241.47,19.03,273,30.58
SASBDB_protein_dat\SASDFQ2.dat,56.96,57.76,52.22,64.51,6.7,7.37,584049.15,484.76,2.71,1.73,1.07,2.6,31.606,20.152,1.827501107,FALSE,1148.69,41.51,2669,298.93
SASBDB_protein_dat\SASDFQ3.dat,35.55,36,33.91,37.78,0.25,0.25,135606.31,112.55,2.43,2.47,1.58,4.39,13.315,7.731,2.703717612,FALSE,531.41,28.23,865,96.88
SASBDB_protein_dat\SASDFQ4.dat,39.05,26.15,25.93,26.38,0.01,0.01,89010.04,73.88,2.44,2.53,2.43,2.63,28.173,43.56,0.928193661,FALSE,379.87,23.87,529,59.25
SASBDB_protein_dat\SASDFQ6.dat,23.09,21.51,21.28,21.76,442.57,440,35604.79,29.55,2.28,2.31,2.25,2.36,9.684,6.505,2.221189591,FALSE,249.1,19.33,286,32.03
SASBDB_protein_dat\SASDFQ7.dat,246.33,290.16,214.59,299.58,0.13,0.16,111879262.4,92859.79,2.6,2.81,2.34,3.14,135.107,54.329,2.147631137,FALSE,43126.41,254.34,534934,59912.61
SASBDB_protein_dat\SASDFQ8.dat,27.82,27.66,27.62,27.7,15373.27,15424.72,131350.98,109.02,3.12,3.22,3.15,3.3,12.79,6.733,2.162627052,FALSE,477.68,26.77,740,82.88
SASBDB_protein_dat\SASDFR2.dat,63.09,52.92,43.84,65.89,13.97,5.45,430445.47,357.27,2.81,1.86,1.23,2.4,45.712,27.837,1.157682884,FALSE,739.43,33.3,1402,157.02
SASBDB_protein_dat\SASDFR3.dat,30.41,30.92,30.05,31.92,0.29,0.29,121622.48,100.95,2.37,2.35,1.64,2.86,13.185,6.746,2.345089116,FALSE,486.03,27,759,85.01
SASBDB_protein_dat\SASDFR4.dat,46.53,48.25,46.84,49.45,33.89,35.72,521010.54,432.44,2.5,2.74,2.57,2.86,17.058,9.729,2.828584828,FALSE,1144.15,41.43,2654,297.25
SASBDB_protein_dat\SASDFR7.dat,35.77,35.99,35.69,36.19,0.13,0.13,305223.86,253.34,3.12,3.49,3.31,3.68,11.72,8.078,3.070819113,TRUE,791.6,34.46,1549,173.49
SASBDB_protein_dat\SASDFR8.dat,37.72,39.38,39.29,39.47,11749.46,12335.05,306632.29,254.5,2.52,2.56,2.51,2.6,17.846,8.073,2.206656954,FALSE,816.92,35.01,1622,181.66
SASBDB_protein_dat\SASDFS2.dat,55.03,46.96,41.65,64.82,12.67,5.25,262978.59,218.27,2.85,2.43,1.33,2.87,45.624,27.049,1.029282834,FALSE,558.46,28.94,930,104.16
SASBDB_protein_dat\SASDFS3.dat,41.7,37.35,35.27,40.01,0.02,0.02,134894.54,111.96,2.12,1.86,1.77,1.96,20.81,10.949,1.794810187,FALSE,506.57,27.57,806,90.27
SASBDB_protein_dat\SASDFS4.dat,41.66,39.16,36.3,63.59,22.88,26.18,441541.7,366.48,2.85,2.85,2.64,3.11,24.894,10.317,1.573069816,FALSE,1060.46,39.88,2375,266
SASBDB_protein_dat\SASDFS7.dat,31.53,30.74,30.02,31.3,3189.49,3611.86,108788.79,90.29,2.3,2.04,1.95,2.13,16.321,6.492,1.883463023,FALSE,411.96,24.86,596,66.75
SASBDB_protein_dat\SASDFS8.dat,33.46,33.55,33.51,33.59,31246.29,31190.56,271004.25,224.93,3.31,3.38,3.3,3.48,15.015,7.886,2.234432234,FALSE,727.28,33.03,1368,153.22
SASBDB_protein_dat\SASDFT2.dat,58.15,59.28,49.56,66.06,14.97,9.22,556381.12,461.8,2.73,1.88,1.36,2.45,42.762,20.849,1.386277536,FALSE,935.92,37.47,1978,221.54
SASBDB_protein_dat\SASDFT3.dat,42.81,39.86,37.52,43.05,0.04,0.04,233734.44,194,1.83,1.81,1.76,1.86,21.402,8.124,1.862442762,FALSE,713.32,32.71,1330,148.96
SASBDB_protein_dat\SASDFT4.dat,36.68,32.59,30.03,35.53,0.16,0.14,67116.65,55.71,1.41,1.47,1.34,1.57,13.72,4.604,2.375364431,FALSE,327.7,22.17,427,47.82
SASBDB_protein_dat\SASDFT7.dat,27.86,31.66,31.35,32.01,2996.76,3530.79,118858.95,98.65,2.46,2.21,2.09,2.33,16.401,7.159,1.930370099,FALSE,487.36,27.04,762,85.34
SASBDB_protein_dat\SASDFU2.dat,62.09,50.49,41.62,59.4,16.07,6.4,320211.74,265.78,2.51,1.64,0.79,2.7,41.054,20.438,1.229843621,FALSE,663.23,31.54,1196,133.95
SASBDB_protein_dat\SASDFU3.dat,31.86,32.87,32.51,33.18,23.66,26.7,190094.23,157.78,2.44,2.51,2.41,2.62,16.149,5.476,2.03542015,FALSE,603.01,30.08,1040,116.48
SASBDB_protein_dat\SASDFU4.dat,37.57,33.46,30.6,36.49,0.16,0.14,67878.28,56.34,1.46,1.41,1.26,1.55,14.901,4.162,2.24548688,FALSE,325.62,22.1,423,47.38
SASBDB_protein_dat\SASDFU7.dat,25.79,28.52,28.18,28.84,2595.83,3112.67,102816.72,85.34,2.53,2.36,2.22,2.52,18.388,6.39,1.551011529,FALSE,422.73,25.18,619,69.33
SASBDB_protein_dat\SASDFU9.dat,37.14,39.64,39.16,40.13,70.19,83.24,260870.03,216.52,2.64,2.42,2.3,2.53,19.288,6.391,2.055163832,FALSE,753.19,33.61,1440,161.28
SASBDB_protein_dat\SASDFV2.dat,61.48,58.61,50.35,64.76,13.62,9.1,537414.9,446.05,2.34,2.42,1.81,3.06,38.387,24.009,1.526818975,FALSE,985.81,38.45,2134,239.01
SASBDB_protein_dat\SASDFV3.dat,34.59,34.99,34.75,35.19,13.22,13.95,242904,201.61,2.76,2.78,2.68,2.93,18.876,6.352,1.853676626,FALSE,700.54,32.42,1295,145.04
SASBDB_protein_dat\SASDFV4.dat,37.62,31.64,29.52,34.44,0.14,0.12,69304.28,57.52,1.66,1.35,1.15,1.57,15.205,3.764,2.080894443,FALSE,337.93,22.51,446,49.95
SASBDB_protein_dat\SASDFV6.dat,25.04,25.84,25.08,26.65,47.26,51.79,58962.5,48.94,1.95,1.96,1.89,2.03,12.628,5.531,2.046246436,FALSE,324.1,22.05,420,47.04
SASBDB_protein_dat\SASDFV8.dat,50.14,43.77,40.99,56.72,0.36,0.39,353291.73,293.23,2.17,2.17,2.15,2.2,22.574,9.881,1.938956321,FALSE,966.77,38.08,2074,232.29
SASBDB_protein_dat\SASDFW2.dat,63.82,61.42,54.4,74.92,13.66,9.82,669778.59,555.92,2.72,2.05,1.62,2.41,38.004,22.863,1.616145669,FALSE,1126.59,41.11,2594,290.53
SASBDB_protein_dat\SASDFW3.dat,38.39,39.67,39.3,39.99,21.5,23.88,340672.23,282.76,2.79,2.85,2.74,2.97,19.454,6.426,2.039169323,FALSE,876.95,36.27,1799,201.49
SASBDB_protein_dat\SASDFW4.dat,44.62,34.71,32.23,37.23,0.01,0.01,83587.85,69.38,1.55,1.53,1.48,1.57,11.797,4.795,2.942273459,FALSE,343.91,22.71,458,51.3
SASBDB_protein_dat\SASDFW7.dat,22.64,22.68,22.62,22.75,22.76,22.97,93823.52,77.87,3.23,3.32,3.22,3.41,12.084,4.563,1.876861966,FALSE,364.22,23.37,498,55.78
SASBDB_protein_dat\SASDFW8.dat,50.42,52.41,44.24,58.05,0.37,0.43,465651.59,386.49,2.08,2.1,2.08,2.13,22.512,9.802,2.328091684,FALSE,1094.91,40.53,2488,278.66
SASBDB_protein_dat\SASDFW9.dat,39.21,41.28,40.06,42.22,99.24,117.32,304699.08,252.9,2.26,2.28,2.21,2.34,20.859,6.989,1.97900187,FALSE,826.72,35.21,1650,184.8
SASBDB_protein_dat\SASDFX2.dat,55.99,55.25,48.24,61.13,10.37,7.93,512207.05,425.13,2.55,2.95,2.16,3.6,43.018,19.579,1.284346088,FALSE,989.45,38.52,2146,240.35
SASBDB_protein_dat\SASDFX4.dat,48.7,36.93,34.15,40.07,0.57,0.52,166411.83,138.12,1.55,1.58,1.52,1.63,18.844,8.734,1.959774995,FALSE,616.63,30.41,1075,120.4
SASBDB_protein_dat\SASDFX7.dat,27.01,22.89,22.82,22.96,0.08,0.09,50706.08,42.09,2.78,3.3,3.22,3.39,14.742,11.448,1.552706553,FALSE,1.1,1.28,0,0
SASBDB_protein_dat\SASDFX8.dat,55.09,61.13,56.93,62.58,0.43,0.53,647449.52,537.38,1.97,1.99,1.97,2.02,22.28,9.722,2.743716338,FALSE,1304.28,44.23,3214,359.97
SASBDB_protein_dat\SASDFX9.dat,36.15,39.54,37.97,41.23,85.22,102.01,272273.5,225.99,2.4,2.03,1.94,2.13,22.442,7.404,1.761875056,FALSE,753.92,33.63,1442,161.5
SASBDB_protein_dat\SASDFY2.dat,59.74,62.95,56.32,68.9,9.71,9.38,738047.94,612.58,1.87,2.09,1.65,3.12,33.162,23.789,1.898257041,FALSE,1266.57,43.59,3079,344.85
SASBDB_protein_dat\SASDFY7.dat,26.01,23.07,23.04,23.1,0.08,0.08,99320.2,82.44,2.94,3.2,3.13,3.27,12.92,3.787,1.785603715,FALSE,383.95,24,538,60.26
SASBDB_protein_dat\SASDFY8.dat,55.25,45.87,42.85,63.74,0.46,0.48,461292.57,382.87,2.24,2.22,2.2,2.25,24.477,10.071,1.874004167,FALSE,1140.2,41.36,2640,295.68
SASBDB_protein_dat\SASDFZ2.dat,50.49,54.33,49.29,59.95,7.07,6.33,493650.55,409.73,2.2,2.24,1.76,2.58,37.53,23.198,1.447641886,FALSE,961.23,37.97,2057,230.38
SASBDB_protein_dat\SASDFZ3.dat,31.27,30.93,30.78,31.05,0.05,0.05,175633.33,145.78,2.47,2.53,2.43,2.61,16.004,5.183,1.93264184,FALSE,561.58,29.02,937,104.94
SASBDB_protein_dat\SASDFZ7.dat,36.58,41.19,39.18,43.07,1263.59,1407.82,160814.83,133.48,2.3,1.87,1.76,1.98,21.1,9.225,1.952132701,FALSE,558.58,28.95,930,104.16
SASBDB_protein_dat\SASDFZ8.dat,59.98,65.36,55.91,67.25,0.58,0.7,850715.06,706.09,1.97,2.01,1.98,2.04,25.076,11.002,2.606476312,FALSE,1554.03,48.28,4152,465.02
SASBDB_protein_dat\SASDG26.dat,34.62,33.65,33.58,33.71,0.07,0.07,279351.53,231.86,3.1,3.19,3.1,3.28,18.109,6.362,1.858192059,FALSE,741.33,33.35,1407,157.58
SASBDB_protein_dat\SASDG27.dat,24.52,24.18,23.81,24.59,73630.06,77517.02,84246.42,69.92,2.37,2.49,2.3,2.68,13.885,5.601,1.741447605,FALSE,347.37,22.83,464,51.97
SASBDB_protein_dat\SASDG28.dat,46.72,41.45,39.99,43.89,0.33,0.36,330931.97,274.67,2.11,2.15,2.13,2.17,22.038,10.571,1.880842182,FALSE,946.04,37.67,2010,225.12
SASBDB_protein_dat\SASDG29.dat,30.81,23.06,22.84,23.27,0.08,0.08,51382.06,42.65,2.59,2.1,2.04,2.16,12.67,4.206,1.820047356,FALSE,283.8,20.63,346,38.75
SASBDB_protein_dat\SASDG35.dat,19.05,18.51,18.43,18.58,20.16,20.68,27858.7,23.12,2.53,2.7,2.64,2.77,9.134,3.086,2.026494416,FALSE,218.21,18.09,235,26.32
SASBDB_protein_dat\SASDG36.dat,32.16,30.73,30.65,30.81,0.08,0.08,174535.4,144.86,2.62,2.7,2.65,2.75,15.093,5.287,2.036043199,FALSE,565.31,29.12,947,106.06
SASBDB_protein_dat\SASDG37.dat,30.21,29.37,29.31,29.44,3302.77,3309.3,154570.25,128.29,2.66,2.72,2.65,2.78,14.301,5.599,2.053702538,FALSE,511.45,27.7,818,91.62
SASBDB_protein_dat\SASDG38.dat,46.3,43,40.51,47.32,0.31,0.34,333227.7,276.58,2.13,2.13,2.11,2.16,22.465,10.054,1.914088582,FALSE,938.74,37.52,1987,222.54
SASBDB_protein_dat\SASDG39.dat,48.99,45.51,42.32,57.67,0.34,0.37,360859.11,299.51,2.1,2.14,2.12,2.17,21.019,9.92,2.165183881,FALSE,968.39,38.11,2079,232.85
SASBDB_protein_dat\SASDG44.dat,34.26,34.51,34.2,34.72,254.27,256.98,262178.29,217.61,2.94,3.03,2.93,3.13,17.992,6.422,1.9180747,FALSE,714.3,32.73,1333,149.3
SASBDB_protein_dat\SASDG45.dat,17.78,16.7,16.64,16.78,16.64,16.61,22079.22,18.33,2.77,2.83,2.77,2.89,8.632,3.625,1.934661724,FALSE,184.64,16.64,184,20.61
SASBDB_protein_dat\SASDG46.dat,35.63,33.28,33.24,33.31,0.16,0.16,237242.24,196.91,3.11,3.15,3.08,3.21,15.65,6.595,2.126517572,FALSE,665.04,31.58,1200,134.4
SASBDB_protein_dat\SASDG47.dat,44.93,43,42.3,43.7,2618.12,2944,402595.62,334.15,2.58,2.54,2.46,2.62,29.13,42.535,1.476141435,FALSE,965.56,38.06,2070,231.84
SASBDB_protein_dat\SASDG48.dat,47.18,45.53,42.52,49.22,0.29,0.34,350500.82,290.92,2.12,2.13,2.09,2.16,21.784,10.125,2.090066104,FALSE,951.86,37.79,2028,227.14
SASBDB_protein_dat\SASDG49.dat,49.37,53.44,43.73,57.47,0.32,0.39,462342.19,383.74,2.05,2.1,2.06,2.12,21.303,10.11,2.508566869,FALSE,1077.83,40.21,2432,272.38
SASBDB_protein_dat\SASDG55.dat,33.91,34.16,33.63,34.58,1.89,1.93,137917.39,114.47,2.29,2.36,2.23,2.48,15.03,5.7,2.272787758,FALSE,533.97,28.3,871,97.55
SASBDB_protein_dat\SASDG56.dat,33.41,33.19,33.03,33.38,602.98,601.66,161627.95,134.15,2.11,2.2,2.16,2.23,15.998,5.319,2.074634329,FALSE,538.88,28.43,883,98.9
SASBDB_protein_dat\SASDG57.dat,35.37,36.42,35.76,37.05,3861.84,4224.75,212718.64,176.56,2.14,2.1,2.06,2.14,15.689,5.584,2.321371662,FALSE,626.34,30.65,1100,123.2
SASBDB_protein_dat\SASDG58.dat,50.06,49.85,49.33,50.39,0.51,0.54,428017.95,355.25,1.81,1.81,1.79,1.83,20.405,6.85,2.443028669,FALSE,1019.03,39.1,2240,250.88
SASBDB_protein_dat\SASDG59.dat,46.98,44.81,41.88,52.93,0.32,0.36,352744.25,292.78,2.19,2.15,2.12,2.17,21.498,10.304,2.084379942,FALSE,958.56,37.92,2049,229.49
SASBDB_protein_dat\SASDG65.dat,24.91,24.42,23.9,25.14,45244.33,46913.31,63290.8,52.53,2.77,2.62,2.41,2.92,13.203,7.331,1.849579641,FALSE,334.47,22.4,439,49.17
SASBDB_protein_dat\SASDG66.dat,29.87,29.67,29.51,29.83,354.19,352.77,134400.38,111.55,2.45,2.46,2.4,2.53,15.023,4.688,1.97497171,FALSE,475.99,26.72,736,82.43
SASBDB_protein_dat\SASDG68.dat,48.16,49.91,47.62,51.32,0.38,0.45,417727.67,346.71,1.95,1.96,1.92,1.99,21.219,7.778,2.352137235,FALSE,1013.43,38.99,2222,248.86
SASBDB_protein_dat\SASDG69.dat,48.83,41.07,39.17,56.02,0.24,0.26,297254.86,246.72,2.25,2.22,2.2,2.24,20.102,10.247,2.043080291,FALSE,894.15,36.62,1850,207.2
SASBDB_protein_dat\SASDG76.dat,30.75,30.94,30.79,31.11,1741.71,1748.22,141744.96,117.65,2.24,2.26,2.22,2.32,14.936,4.663,2.071505088,FALSE,490.82,27.13,770,86.24
SASBDB_protein_dat\SASDG78.dat,48.5,49.88,44.53,54.74,0.35,0.42,419110.92,347.86,2.08,2.08,2.06,2.11,21.18,8.955,2.355051936,FALSE,1030.24,39.31,2276,254.91
SASBDB_protein_dat\SASDG79.dat,44.37,41.72,39.87,43.78,0.28,0.31,292359.64,242.66,2.14,2.11,2.08,2.15,21.876,10.334,1.907112818,FALSE,855.65,35.83,1735,194.32
SASBDB_protein_dat\SASDG86.dat,33.27,33.19,32.98,33.41,2206.34,2212.42,166313.45,138.04,2.11,2.15,2.13,2.18,13.871,6.628,2.392761877,FALSE,545.92,28.62,900,100.8
SASBDB_protein_dat\SASDG88.dat,48.92,53.84,42.5,56.52,0.35,0.43,469849.37,389.97,2.04,2.05,2.02,2.08,23.188,8.958,2.321890633,FALSE,1090.56,40.45,2474,277.09
SASBDB_protein_dat\SASDG89.dat,29.7,22.9,22.65,23.12,0.08,0.08,50842.39,42.2,2.33,2.13,2.06,2.19,15.592,18.254,1.468701898,FALSE,287.86,20.78,353,39.54
SASBDB_protein_dat\SASDG95.dat,33.56,34.47,34.39,34.54,0.14,0.15,196347.23,162.97,2.39,2.44,2.4,2.47,16.589,5.657,2.077882934,FALSE,621.09,30.52,1086,121.63
SASBDB_protein_dat\SASDG96.dat,29.08,29.53,29.34,29.77,1773.91,1795.28,137313.24,113.97,2.34,2.35,2.3,2.39,14.358,5.303,2.056693133,FALSE,482.7,26.91,751,84.11
SASBDB_protein_dat\SASDG97.dat,38.2,32.28,30.85,33.79,31.41,26.95,77637.08,64.44,1.42,1.43,1.4,1.45,10.273,3.559,3.142217463,TRUE,345.45,22.76,461,51.63
SASBDB_protein_dat\SASDG98.dat,50.86,53.56,44.16,56.71,0.35,0.42,462446.06,383.83,2.03,2.07,2.04,2.08,22.567,9.454,2.373377055,FALSE,1079.4,40.24,2437,272.94
SASBDB_protein_dat\SASDG99.dat,48.01,54.37,47.46,55.48,0.17,0.21,463099.59,384.37,2.01,2.03,2.01,2.06,21.457,9.227,2.533905019,FALSE,1077.66,40.21,2431,272.27
SASBDB_protein_dat\SASDGA5.dat,20.87,21.61,21.49,21.73,16.08,17.08,47408.34,39.35,2.5,2.64,2.53,2.73,11.851,4.443,1.823474812,FALSE,282.19,20.57,343,38.42
SASBDB_protein_dat\SASDGA6.dat,32.67,32.73,32.61,32.86,3116.84,3127.1,166611.75,138.29,2.25,2.25,2.22,2.28,16.084,5.68,2.034941557,FALSE,546.7,28.64,901,100.91
SASBDB_protein_dat\SASDGA7.dat,30.75,31.17,30.07,32.3,2091.79,2192.2,73910.69,61.35,1.94,1.37,1.3,1.44,16.67,6.001,1.869826035,FALSE,345.35,22.76,461,51.63
SASBDB_protein_dat\SASDGA8.dat,48.47,49.32,48.7,49.88,0.47,0.52,428255.46,355.45,1.8,1.83,1.81,1.85,20.189,7.21,2.442914458,FALSE,1017.58,39.07,2236,250.43
SASBDB_protein_dat\SASDGA9.dat,52.65,57.56,55.62,58.44,0.25,0.3,620911.25,515.36,2.01,2.02,1.98,2.06,24.706,9.279,2.32979843,FALSE,1287.8,43.95,3154,353.25
SASBDB_protein_dat\SASDGB5.dat,29.5,27.53,27.26,27.84,45069.83,45440.39,55501.45,46.07,1.67,1.68,1.66,1.69,9.18,3.833,2.998910675,FALSE,294.91,21.03,366,40.99
SASBDB_protein_dat\SASDGB7.dat,29.92,30.27,29.17,31.34,3439.8,3700.38,61494.89,51.04,1.86,1.39,1.35,1.44,17.029,7.871,1.777555934,FALSE,327.89,22.18,427,47.82
SASBDB_protein_dat\SASDGB8.dat,50.06,51.64,50.33,52.62,0.38,0.44,438610.11,364.05,1.9,1.9,1.87,1.93,21.028,7.631,2.455773255,FALSE,1035.05,39.4,2292,256.7
SASBDB_protein_dat\SASDGB9.dat,46.33,49.78,49.3,50.16,0.24,0.27,395064.4,327.9,1.88,1.88,1.86,1.9,19.531,7.836,2.548768624,FALSE,971.19,38.17,2088,233.86
SASBDB_protein_dat\SASDGC5.dat,27.63,25.91,25.72,26.12,51976.29,52524.61,52970.64,43.97,1.79,1.8,1.79,1.82,9.605,3.767,2.697553358,FALSE,283.76,20.63,346,38.75
SASBDB_protein_dat\SASDGC6.dat,28.4,26.65,25.76,27.59,0.05,0.05,80195.91,66.56,2.02,2.06,1.83,2.27,11.152,4.498,2.389705882,FALSE,343.24,22.69,456,51.07
SASBDB_protein_dat\SASDGC7.dat,32.18,30.85,29.62,31.99,0.05,0.05,74236.67,61.62,2.28,1.62,1.54,1.69,17.427,7.76,1.770241579,FALSE,360.84,23.26,491,54.99
SASBDB_protein_dat\SASDGC8.dat,51.38,55.5,53.78,56.55,0.36,0.43,494885.98,410.76,1.95,1.99,1.96,2.01,21.622,9.12,2.56683008,FALSE,1111.25,40.83,2543,284.82
SASBDB_protein_dat\SASDGC9.dat,44.6,41.19,39.14,52.97,0.17,0.18,301117.49,249.93,2.16,2.16,2.13,2.18,21.755,9.385,1.893357849,FALSE,867.09,36.06,1769,198.13
SASBDB_protein_dat\SASDGD2.dat,24.45,21.22,21.12,21.32,171.65,172.17,46711.15,38.77,2.57,2.91,2.79,3.02,12.85,5.921,1.651361868,FALSE,281.3,20.54,341,38.19
SASBDB_protein_dat\SASDGD4.dat,43.91,49.48,37.22,52.09,0.05,0.06,393998.26,327.02,2.12,2.08,1.99,2.19,19.867,8.54,2.490562239,FALSE,988.28,38.5,2142,239.9
SASBDB_protein_dat\SASDGD5.dat,24.16,23.15,23.08,23.23,0.01,0.01,50602.05,42,2.03,2.06,2.05,2.07,10.385,3.599,2.229176697,FALSE,279.82,20.49,339,37.97
SASBDB_protein_dat\SASDGD6.dat,20.17,20.04,19.07,20.75,0.04,0.04,67620.4,56.12,3.08,3.58,3.18,4.05,12.634,2.53,1.586195979,FALSE,318.98,21.87,410,45.92
SASBDB_protein_dat\SASDGD7.dat,62.58,70.02,68.13,71.21,0.68,0.82,1037198.7,860.87,1.94,1.97,1.93,2,26.358,11.503,2.656498976,FALSE,1766.83,51.48,5009,561.01
SASBDB_protein_dat\SASDGD8.dat,52.25,56.96,54.49,58.08,0.35,0.43,532301.45,441.81,1.97,2.01,1.99,2.04,22.465,9.663,2.535499666,FALSE,1173.09,41.95,2752,308.22
SASBDB_protein_dat\SASDGD9.dat,47.1,47.65,44.78,52.54,0.16,0.19,484539.79,402.17,2.35,2.25,2.21,2.29,24.2,9.835,1.969008264,FALSE,1127.61,41.13,2598,290.98
SASBDB_protein_dat\SASDGE2.dat,26.25,19.87,19.68,20.05,89.39,88.27,35536.42,29.5,2.44,2.61,2.39,2.83,15.888,9.845,1.250629406,FALSE,240.1,18.98,271,30.35
SASBDB_protein_dat\SASDGE4.dat,43.66,46.89,45.77,48.05,0.06,0.06,327046.98,271.45,1.91,1.93,1.85,2.02,19.45,7.71,2.410796915,FALSE,861.24,35.94,1752,196.22
SASBDB_protein_dat\SASDGE5.dat,23.2,23.36,23.28,23.44,18563.16,19133.24,45561.66,37.82,1.91,1.91,1.89,1.93,9.756,3.597,2.394423944,FALSE,263.02,19.86,309,34.61
SASBDB_protein_dat\SASDGE7.dat,60.14,66.43,46.78,68.72,0.53,0.66,886132.99,735.49,2.02,2.03,2,2.07,25.795,11.372,2.575305292,FALSE,1589.1,48.82,4289,480.37
SASBDB_protein_dat\SASDGE8.dat,51.44,55.64,45.61,58.06,0.34,0.42,502706.73,417.25,2.04,2.03,1.99,2.06,22.43,9.708,2.480606331,FALSE,1130.87,41.19,2609,292.21
SASBDB_protein_dat\SASDGE9.dat,45.23,48.48,47.97,48.9,0.24,0.27,393628.13,326.71,1.89,1.88,1.86,1.91,19.559,8.035,2.478654328,FALSE,976.09,38.26,2104,235.65
SASBDB_protein_dat\SASDGF2.dat,34.8,33.96,33.12,34.8,0.05,0.05,139725.71,115.97,2.61,1.89,1.76,2.02,17.891,8.281,1.898161087,FALSE,485.27,26.98,757,84.78
SASBDB_protein_dat\SASDGF4.dat,42.47,48.08,44.59,50.07,0.04,0.05,341641.5,283.56,2.06,2.03,1.96,2.1,18.393,8.599,2.614037949,FALSE,883.26,36.4,1818,203.62
SASBDB_protein_dat\SASDGF5.dat,24.3,24.02,23.87,24.16,15997.41,16933.56,51167.66,42.47,2.11,2.02,2,2.03,10.717,4.358,2.241298871,FALSE,280.25,20.5,339,37.97
SASBDB_protein_dat\SASDGF7.dat,55.17,53.44,43.18,62.89,0.42,0.48,534745.66,443.84,2.16,2.16,2.14,2.18,22.227,10.801,2.404283079,FALSE,1202.05,42.46,2852,319.42
SASBDB_protein_dat\SASDGF8.dat,51.79,51.89,51.42,52.31,0.53,0.56,472686.68,392.33,1.79,1.81,1.78,1.83,21.504,6.876,2.413039435,FALSE,1087.83,40.39,2465,276.08
SASBDB_protein_dat\SASDGF9.dat,45.86,47.01,42.29,52.67,0.15,0.18,366656.42,304.32,2.15,2.14,2.11,2.17,21.746,9.341,2.161776879,FALSE,961.88,37.98,2059,230.61
SASBDB_protein_dat\SASDGG4.dat,47.16,48.28,47.62,48.91,0.06,0.07,398005.08,330.34,2.06,2,1.96,2.06,18.02,9.091,2.679245283,FALSE,1017.66,39.07,2236,250.43
SASBDB_protein_dat\SASDGG5.dat,23.74,23.75,23.68,23.83,0.02,0.02,59968.41,49.77,2.03,2.06,2.04,2.08,10.483,3.783,2.265572832,FALSE,327.46,22.16,426,47.71
SASBDB_protein_dat\SASDGG6.dat,46.39,25.13,24.48,25.76,0,0,0,0,2.48,1.55,0.95,1.93,39.388,53.025,0.638011577,FALSE,0,0,0,0
SASBDB_protein_dat\SASDGG7.dat,52.14,56.86,46.6,60.15,0.37,0.45,554867.48,460.54,2.05,2.08,2.06,2.1,22.982,10.012,2.474110173,FALSE,1203.56,42.49,2857,319.98
SASBDB_protein_dat\SASDGG8.dat,45,46.58,42.99,49.27,0.34,0.4,379768.59,315.21,1.99,1.99,1.96,2.03,21.894,8,2.127523522,FALSE,955.75,37.86,2040,228.48
SASBDB_protein_dat\SASDGG9.dat,50.14,55.25,45.38,57.63,0.2,0.24,578214.04,479.92,2.04,2.07,2.04,2.1,24.711,8.654,2.235846384,FALSE,1226.44,42.89,2937,328.94
SASBDB_protein_dat\SASDGH4.dat,37.23,38.03,37.31,38.61,15.19,15.65,435520.71,361.48,3.4,3.56,3.31,3.77,21.168,6.987,1.796579743,FALSE,960.14,37.95,2054,230.05
SASBDB_protein_dat\SASDGH6.dat,31.88,25.92,25.59,26.29,0,0,0,0,2.5,2.6,2.38,2.81,14.871,7.575,1.742989712,FALSE,0,0,0,0
SASBDB_protein_dat\SASDGH7.dat,51.06,47.89,43.08,58.56,0.34,0.37,400222.72,332.18,2.18,2.18,2.15,2.2,22.027,10.087,2.174149907,FALSE,1017.25,39.06,2235,250.32
SASBDB_protein_dat\SASDGH8.dat,46.93,52.85,44.26,55.48,0.35,0.43,468666.47,388.99,2.01,2.03,2,2.05,22.275,9.613,2.372615039,FALSE,1094.56,40.52,2487,278.54
